name,name_en,device,registry_key,action_count,function_count,atom_actions,description,description_en,categories,tags
实验数据加载与绘图工具,Experimental Data Loader and Plotter,loader_plotter,loader_plotter,13,24,auto-average_axis|auto-clear_viewers|auto-connect_double_clicked|auto-data|auto-group_0D_data|auto-h5saver|auto-load_data|auto-load_plot_data|auto-prepare_viewers|auto-remove_navigation_axes|auto-set_data_to_viewers|auto-show_data|auto-viewers,用于从 HDF5 实验数据文件中读取多维测量数据、进行筛选、平均和维度整理，并将结果显示到对应视图中的实验数据后处理软件组件。常用于实验结果浏览、快速检查和基础可视化。,"A post-processing software component that loads multidimensional measurement data from HDF5 experimental data files, applies filtering, averaging, and dimension handling, and displays the results in appropriate viewers. It is used for browsing, quick inspection, and basic visualization of experimental results.",HDF5数据浏览器,后处理设备|实验数据可视化与分析|实验数据管理与记录|HDF5数据浏览与可视化|多维实验数据可视化|HDF5数据浏览器
本地/远程文件与命令客户端,Local/Remote File and Command Client,local_client,local_client,4,25,auto-download|auto-prepare_download|auto-run_command|auto-upload,这不是特定的物理仪器，而是实验室自动化中用于访问本地或远程控制计算机的软件客户端，可进行文件上传、下载准备、文件下载以及命令执行，常用于部署实验脚本、传输数据和触发控制任务。,"This is not a specific physical instrument but a software client used in laboratory automation to access a local or remote control computer. It supports file upload, download preparation, file retrieval, and command execution, and is commonly used to deploy experiment scripts, transfer data, and trigger control tasks.",文件与命令远程客户端,实验执行&合成设备|实验室自动化与仪器集成|实验主机远程访问与文件传输|文件与命令远程客户端
无人车本地网页控制器,Local Web Controller for Robotic Car,local_web_controller,local_web_controller,5,37,auto-run|auto-run_threaded|auto-shutdown|auto-update|auto-update_wsclients,一种面向小型无人车或智能车实验的浏览器控制与监视终端，用于显示前视摄像头画面、发送转向和油门指令、切换驾驶模式，并支持校准和记录状态查看。,"A browser-based control and monitoring interface for small robotic or autonomous car experiments. It is used to display the forward camera view, send steering and throttle commands, switch drive modes, and support calibration and recording status display.",实验控制仪表板,物流/机械|机器人与移动平台|移动机器人与自动驾驶实验|实验控制仪表板
定位分析规则,Localization Analysis Rule,localisation_rule,localisation_rule,2,66,auto-on_data_complete|auto-prepare,这不是物理实验仪器，而是一个用于显微成像数据处理的软件规则对象。它用于监视采集帧和事件数据，准备结果文件与元数据，并在数据采集完成后触发或推进定位分析流程，常见于显微镜图像的定位重建或集群分析任务中。,"This is not a physical lab instrument but a software rule object for microscopy data processing. It monitors incoming frames and event data, prepares result files and metadata, and triggers or advances localization analysis once data acquisition is complete, typically in microscope image localization or cluster-based analysis workflows.",定位分析工作流规则,后处理设备|实验数据可视化与分析|显微成像与光学显微实验|显微定位重建与集群分析|定位分析工作流规则
EPICS过程变量记录器,EPICS Process Variable Logger,logged_pv,logged_pv,8,29,auto-flush|auto-onChanges|auto-onConnect|auto-save_current_value|auto-set_desc|auto-set_mdel|auto-write|auto-write_data,一种用于实验控制系统的监测与记录软件组件，用来跟踪EPICS过程变量（PV）的连接状态、数值变化、描述信息和时间戳，并将这些数据写入日志或数据队列，便于实验运行记录、状态审计和后续分析。,"A monitoring and logging software component for laboratory control systems that tracks EPICS process variables (PVs), including connection status, value changes, descriptions, and timestamps, and writes them to logs or data queues for run records, status auditing, and later analysis.",系统状态监测伪设备,实验执行&合成设备|后处理设备|实验数据管理与记录|实验室自动化与仪器集成|追加式实验记录与索引访问|实验仪器数据采集与联机控制|系统状态监测伪设备
西门子 LOGO! 可编程逻辑控制器,Siemens LOGO! programmable logic controller,logo,logo,3,11,auto-connect|auto-read|auto-write,西门子 LOGO! 是一类紧凑型可编程逻辑控制器/智能继电器，常用于小型自动化控制系统。实验室中可用于读取开关量状态、保存简单变量和模拟量数值，并控制继电器、指示灯、泵阀等基础设备。,"The Siemens LOGO! is a compact programmable logic controller / smart relay commonly used in small automation systems. In laboratories, it can be used to read digital states, store simple variables and analog values, and control basic equipment such as relays, indicator lamps, pumps, and valves.",PLC控制器,实验执行&合成设备|物流/机械|过程控制与工业仪表实验|实验室自动化与仪器集成|PLC控制与设备联锁|PLC控制器
回环通信器,Loopback Communicator,loopback_communicator,loopback_communicator,9,21,auto-address|auto-close|auto-flush_input|auto-read_raw|auto-seek|auto-tell|auto-terminator|auto-timeout|auto-write_raw,一种用于仪器通信测试的虚拟回环通信接口，通过标准输入/输出模拟原始数据读写。在未连接实际仪器时，可用于单元测试、接口探索以及开发调试。,"A virtual loopback communication interface for instrument communication testing. It simulates raw data read/write through standard input and output, and is used for unit testing, API exploration, and development debugging when no physical instrument is connected.",通用字节流仪器通信接口|调试回显设备,实验执行&合成设备|实验室自动化与仪器集成|实验仪器通信与驱动集成|通用字节流仪器通信接口|调试回显设备
Lumiloop LSProbe 激光供电电场探头,Lumiloop LSProbe Laser-Powered E-Field Probe,lumiloop_ls_probe,lumiloop_ls_probe,4,14,auto-frequency|auto-magnitude|auto-magnitude_all|auto-mode,Lumiloop LSProbe 是用于 EMC/RF 测试的激光供电电场探头，支持宽频段电场强度测量与高速采样。,"Lumiloop LSProbe is a laser-powered electric-field probe for EMC/RF testing, supporting wideband field-strength measurement and high-speed sampling.",电磁场强度探头,表征设备|电子与电气测试|电磁兼容与辐射场测试|电磁场强度探头
Luminos Axis 位移台轴控制,Luminos Axis Stage-Axis Control,luminos_axis,luminos_axis,30,90,auto-arc_second_per_step|auto-disable_anti_backlash_routine|auto-disable_anti_sticktion_routine|auto-disable_circular_phase_microstepping|auto-disable_manual_move_reply|auto-disable_motor_knob|auto-disable_move_tracking|auto-enable_anti_backlash_routine|auto-enable_anti_sticktion_routine|auto-enable_circular_phase_microstepping|auto-enable_manual_move_reply|auto-enable_motor_knob|auto-enable_move_tracking|auto-flash_leds|auto-get_acceleration|auto-get_device_mode_bit_status|auto-get_microstep_resolution|auto-get_speed|auto-home|auto-move_abs|auto-move_rel|auto-nm_per_step|auto-set_acceleration|auto-set_computer_mode|auto-set_default_settings|auto-set_manual_mode|auto-set_microstep_resolution|auto-set_speed|auto-turn_leds_off|auto-turn_leds_on,Luminos 位移台系统中的轴控制模块，用于线性/旋转轴的精密运动控制。,An axis-control module in Luminos positioning systems for precision motion on linear or rotational axes.,电动运动轴,实验执行&合成设备|精密定位与运动控制|光学与光谱实验|样品/探针定位与运动控制|电动运动轴
Luminos Pitch 俯仰轴控制,Luminos Pitch-Axis Control,luminos_axis_pitch,luminos_axis_pitch,30,90,auto-arc_second_per_step|auto-disable_anti_backlash_routine|auto-disable_anti_sticktion_routine|auto-disable_circular_phase_microstepping|auto-disable_manual_move_reply|auto-disable_motor_knob|auto-disable_move_tracking|auto-enable_anti_backlash_routine|auto-enable_anti_sticktion_routine|auto-enable_circular_phase_microstepping|auto-enable_manual_move_reply|auto-enable_motor_knob|auto-enable_move_tracking|auto-flash_leds|auto-get_acceleration|auto-get_device_mode_bit_status|auto-get_microstep_resolution|auto-get_speed|auto-home|auto-move_abs|auto-move_rel|auto-nm_per_step|auto-set_acceleration|auto-set_computer_mode|auto-set_default_settings|auto-set_manual_mode|auto-set_microstep_resolution|auto-set_speed|auto-turn_leds_off|auto-turn_leds_on,Luminos 位移台系统中的俯仰（Pitch）旋转轴控制模块，用于精密角度调节。,A pitch-axis control module in Luminos positioning systems for precise angular adjustment.,电动运动轴,实验执行&合成设备|精密定位与运动控制|光学与光谱实验|样品/探针定位与运动控制|电动运动轴
Luminos Roll 翻滚轴控制,Luminos Roll-Axis Control,luminos_axis_roll,luminos_axis_roll,30,90,auto-arc_second_per_step|auto-disable_anti_backlash_routine|auto-disable_anti_sticktion_routine|auto-disable_circular_phase_microstepping|auto-disable_manual_move_reply|auto-disable_motor_knob|auto-disable_move_tracking|auto-enable_anti_backlash_routine|auto-enable_anti_sticktion_routine|auto-enable_circular_phase_microstepping|auto-enable_manual_move_reply|auto-enable_motor_knob|auto-enable_move_tracking|auto-flash_leds|auto-get_acceleration|auto-get_device_mode_bit_status|auto-get_microstep_resolution|auto-get_speed|auto-home|auto-move_abs|auto-move_rel|auto-nm_per_step|auto-set_acceleration|auto-set_computer_mode|auto-set_default_settings|auto-set_manual_mode|auto-set_microstep_resolution|auto-set_speed|auto-turn_leds_off|auto-turn_leds_on,Luminos 位移台系统中的翻滚（Roll）旋转轴控制模块，用于精密角度调节。,A roll-axis control module in Luminos positioning systems for precise angular adjustment.,电动运动轴,实验执行&合成设备|精密定位与运动控制|光学与光谱实验|样品/探针定位与运动控制|显微成像与光学显微实验|电动运动轴
Luminos Rotate 旋转轴控制,Luminos Rotation-Axis Control,luminos_axis_rotate,luminos_axis_rotate,30,90,auto-arc_second_per_step|auto-disable_anti_backlash_routine|auto-disable_anti_sticktion_routine|auto-disable_circular_phase_microstepping|auto-disable_manual_move_reply|auto-disable_motor_knob|auto-disable_move_tracking|auto-enable_anti_backlash_routine|auto-enable_anti_sticktion_routine|auto-enable_circular_phase_microstepping|auto-enable_manual_move_reply|auto-enable_motor_knob|auto-enable_move_tracking|auto-flash_leds|auto-get_acceleration|auto-get_device_mode_bit_status|auto-get_microstep_resolution|auto-get_speed|auto-home|auto-move_abs|auto-move_rel|auto-nm_per_step|auto-set_acceleration|auto-set_computer_mode|auto-set_default_settings|auto-set_manual_mode|auto-set_microstep_resolution|auto-set_speed|auto-turn_leds_off|auto-turn_leds_on,Luminos 位移台系统中的旋转轴控制模块，用于连续或定角度旋转定位。,A rotation-axis control module in Luminos positioning systems for continuous or indexed rotational positioning.,电动运动轴,实验执行&合成设备|精密定位与运动控制|光学与光谱实验|样品/探针定位与运动控制|电动运动轴
