device,registry_key,short_description,categories,tags,action_count,atom_actions,action_titles,function_count,info_txt
pqsc,pqsc,Zurich Instruments PQSC 量子系统控制器是由Zurich Instruments生产的专业实验设备。,透射电子显微镜,透射电子显微镜(device_template_tag),8,auto-arm|auto-arm_and_run|auto-check_ref_clock|auto-check_zsync_connection|auto-find_zsync_worker_port|auto-run|auto-stop|auto-wait_done,arm|arm_and_run|check_ref_clock|check_zsync_connection|find_zsync_worker_port|run|stop|wait_done,10,Uni-Lab-OS/community_drivers/pqsc/info.txt
pressure_trans,pressure_trans,A class for pressure transducers,generic,,2,auto-QueryPressure|auto-ReportStatus,QueryPressure|ReportStatus,24,Uni-Lab-OS/community_drivers/pressure_trans/info.txt
prior,prior,Prior是由Prior Scientific生产的专业实验设备。,实验执行&合成设备,实验执行&合成设备(experimental_step),9,auto-MoveAbs|auto-MoveRelX|auto-MoveRelY|auto-MoveTo|auto-checkhardlimits|auto-checksoftlimit|auto-checksoftlimitAbs|auto-error|auto-getPosition,MoveAbs|MoveRelX|MoveRelY|MoveTo|checkhardlimits|checksoftlimit|checksoftlimitAbs|error|getPosition,12,Uni-Lab-OS/community_drivers/prior/info.txt
prior_lumen,prior_lumen,Pretend we're a laser so that we can re-use the laser GUI controls,devices|generic,,3,auto-IsOn|auto-TurnOff|auto-TurnOn,IsOn|TurnOff|TurnOn,5,Uni-Lab-OS/community_drivers/prior_lumen/info.txt
priorarclampshutter,priorarclampshutter,Priorarclampshutter,shutter,,4,auto-GetName|auto-IsOn|auto-TurnOff|auto-TurnOn,GetName|IsOn|TurnOff|TurnOn,5,Uni-Lab-OS/community_drivers/priorarclampshutter/info.txt
pro_scan_iii,pro_scan_iii,PRO Scan III是由Prior Scientific生产的专业实验设备。,实验执行&合成设备,实验执行&合成设备(experimental_step),1,auto-devices,devices,22,Uni-Lab-OS/community_drivers/pro_scan_iii/info.txt
property_connection,property_connection,Property Connection是一款实验执行&合成设备，主要功能包括关闭、设备连接。,实验执行&合成设备,实验执行&合成设备(experimental_step),5,auto-close|auto-source_property|auto-source_specifier|auto-target_property|auto-target_specifier,close|source_property|source_specifier|target_property|target_specifier,41,Uni-Lab-OS/community_drivers/property_connection/info.txt
proplc,proplc,Process Control PLC是一款实验执行&合成设备，主要功能包括停止、泵送、运行。,实验执行&合成设备,实验执行&合成设备(experimental_step),5,auto-egu|auto-info|auto-off|auto-on|auto-pressure,egu|info|off|on|pressure,13,Uni-Lab-OS/community_drivers/proplc/info.txt
proxy,proxy,Proxy,custom,,1,auto-unpack_result,unpack_result,9,Uni-Lab-OS/community_drivers/proxy/info.txt
psc_eth,psc_eth,PSC ETH是由Pfeiffer Vacuum生产的表征设备，主要功能包括复位、数据保存、电压设置、电流设置。,表征设备,表征设备(experimental_step),12,auto-current|auto-current_limit|auto-current_max|auto-name|auto-recall|auto-reset|auto-save|auto-set_current_limit|auto-set_voltage_limit|auto-voltage|auto-voltage_limit|auto-voltage_max,current|current_limit|current_max|name|recall|reset|save|set_current_limit|set_voltage_limit|voltage|voltage_limit|voltage_max,9,Uni-Lab-OS/community_drivers/psc_eth/info.txt
pseudoclock,pseudoclock,Pseudo-Clock Timing Module是一款实验执行&合成设备，主要功能包括初始化、触发。,实验执行&合成设备,实验执行&合成设备(experimental_step),13,auto-add_device|auto-clock_limit|auto-collect_change_times|auto-do_checks|auto-expand_change_times|auto-generate_clock|auto-generate_code|auto-get_outputs_by_clockline|auto-is_master_pseudoclock|auto-minimum_clock_high_time|auto-offset_instructions_from_trigger|auto-set_initial_trigger_time|auto-trigger,add_device|clock_limit|collect_change_times|do_checks|expand_change_times|generate_clock|generate_code|get_outputs_by_clockline|is_master_pseudoclock|minimum_clock_high_time|offset_instructions_from_trigger|set_initial_trigger_time|trigger,24,Uni-Lab-OS/community_drivers/pseudoclock/info.txt
ptc,ptc,Tecan Group Ptc是由Tecan Group生产的专业实验设备。,移液工作站,移液工作站(device_template_tag),19,auto-cancel|auto-clearbesr|auto-close|auto-erase|auto-execute|auto-folders|auto-geterrors|auto-getlidstatus|auto-getstatus|auto-gettemp|auto-lidclose|auto-lidopen|auto-program|auto-programs|auto-run|auto-setdebug|auto-setlidforce|auto-update|auto-version,cancel|clearbesr|close|erase|execute|folders|geterrors|getlidstatus|getstatus|gettemp|lidclose|lidopen|program|programs|run|setdebug|setlidforce|update|version,23,Uni-Lab-OS/community_drivers/ptc/info.txt
pulsar,pulsar,QuTech Pulsar Pulse Generation Module是由QuTech生产的表征设备，主要功能包括停止、启动。,表征设备,表征设备(experimental_step),8,auto-AWG_obj|auto-channel_opt|auto-clock|auto-define_channel|auto-program_awgs|auto-update_AWG5014_settings|auto-update_channel_settings|auto-used_AWGs,AWG_obj|channel_opt|clock|define_channel|program_awgs|update_AWG5014_settings|update_channel_settings|used_AWGs,24,Uni-Lab-OS/community_drivers/pulsar/info.txt
pulse_picker,pulse_picker,Optical Pulse Picker驱动，支持burst/close/flipflop/follower/open等6个操作。,表征设备,表征设备(experimental_step),6,auto-burst|auto-close|auto-flipflop|auto-follower|auto-open|auto-reset,burst|close|flipflop|follower|open|reset,13,Uni-Lab-OS/community_drivers/pulse_picker/info.txt
pump,pump,Pump设备驱动。,实验执行&合成设备,实验执行&合成设备(experimental_step),9,auto-infuse|auto-read|auto-setdiameter|auto-setflowrate|auto-settargetvolume|auto-stop|auto-waituntiltarget|auto-withdraw|auto-write,infuse|read|setdiameter|setflowrate|settargetvolume|stop|waituntiltarget|withdraw|write,21,Uni-Lab-OS/community_drivers/pump/info.txt
put_ftp,put_ftp,PUT FTP是由Open Standard (FTP)生产的专业实验设备。,实验执行&合成设备,实验执行&合成设备(experimental_step),2,auto-close|auto-uploadFile,close|uploadFile,5,Uni-Lab-OS/community_drivers/put_ftp/info.txt
pv_log_folder,pv_log_folder,PV LOG Folder是由EPICS (Argonne National Lab)生产的专业实验设备。,实验执行&合成设备,实验执行&合成设备(experimental_step),7,auto-parse_logfiles|auto-read_all_logs_text|auto-read_folder|auto-read_logfile|auto-read_motor_events|auto-reset_new_logfiles|auto-start_next_process,parse_logfiles|read_all_logs_text|read_folder|read_logfile|read_motor_events|reset_new_logfiles|start_next_process,25,Uni-Lab-OS/community_drivers/pv_log_folder/info.txt
pv_logger,pv_logger,PV Logger是由EPICS (Argonne National Lab)生产的专业实验设备。,实验执行&合成设备,实验执行&合成设备(experimental_step),9,auto-add_pv|auto-connect_pvs|auto-finish|auto-look_for_exit_signal|auto-look_for_new_pvs|auto-make_pvlog_folder|auto-on_exit|auto-read_configfile|auto-run,add_pv|connect_pvs|finish|look_for_exit_signal|look_for_new_pvs|make_pvlog_folder|on_exit|read_configfile|run,24,Uni-Lab-OS/community_drivers/pv_logger/info.txt
pv_positioner,pv_positioner,Pv Positioner驱动，支持check value/move/stop/egu/put complete等9个操作。,物流/机械,物流/机械(experimental_step),9,auto-check_value|auto-done_comparator|auto-egu|auto-limits|auto-move|auto-moving|auto-put_complete|auto-report|auto-stop,check_value|done_comparator|egu|limits|move|moving|put_complete|report|stop,26,Uni-Lab-OS/community_drivers/pv_positioner/info.txt
pvcam_detector_cam,pvcam_detector_cam,Pvcam Detector CAM是由Teledyne Photometrics生产的专业实验设备。,实验执行&合成设备,实验执行&合成设备(experimental_step),1,query,query,2,Uni-Lab-OS/community_drivers/pvcam_detector_cam/info.txt
pvi_device_connector,pvi_device_connector,Pvi Device Connector是由B&R Automation生产的后处理设备，主要功能包括设备连接。,后处理设备,后处理设备(experimental_step),3,auto-connect_mock|auto-connect_real|auto-create_children_from_annotations,connect_mock|connect_real|create_children_from_annotations,9,Uni-Lab-OS/community_drivers/pvi_device_connector/info.txt
pwm_output_device,pwm_output_device,Pwm Output Device是一款实验执行&合成设备，主要功能包括停止、关闭。,实验执行&合成设备,实验执行&合成设备(experimental_step),35,auto-active_high|auto-angle|auto-backward|auto-blink|auto-blue|auto-close|auto-closed|auto-color|auto-detach|auto-forward|auto-frame_width|auto-frequency|auto-green|auto-is_active|auto-max|auto-max_angle|auto-max_pulse_width|auto-max_tone|auto-mid|auto-mid_tone|auto-min|auto-min_angle|auto-min_pulse_width|auto-min_tone|auto-octaves|auto-off|auto-on|auto-play|auto-pulse|auto-pulse_width|auto-red|auto-reverse|auto-toggle|auto-tone|auto-value,active_high|angle|backward|blink|blue|close|closed|color|detach|forward|frame_width|frequency|green|is_active|max|max_angle|max_pulse_width|max_tone|mid|mid_tone|min|min_angle|min_pulse_width|min_tone|octaves|off|on|play|pulse|pulse_width|red|reverse|toggle|tone|value,106,Uni-Lab-OS/community_drivers/pwm_output_device/info.txt
pwm_steering,pwm_steering,PWM Steering是一款实验执行&合成设备，主要功能包括读取数据、运行。,实验执行&合成设备,实验执行&合成设备(experimental_step),4,auto-run|auto-run_threaded|auto-shutdown|auto-update,run|run_threaded|shutdown|update,82,Uni-Lab-OS/community_drivers/pwm_steering/info.txt
pwm_throttle,pwm_throttle,PWM Throttle是一款实验执行&合成设备，主要功能包括读取数据、运行。,实验执行&合成设备,实验执行&合成设备(experimental_step),4,auto-run|auto-run_threaded|auto-shutdown|auto-update,run|run_threaded|shutdown|update,82,Uni-Lab-OS/community_drivers/pwm_throttle/info.txt
py_opticon_socket_client,py_opticon_socket_client,Py Opticon Socket Client是一款实验执行&合成设备，主要功能包括关闭。,实验执行&合成设备,实验执行&合成设备(experimental_step),6,auto-close|auto-do_confirm|auto-do_eval|auto-do_exec|auto-get_field|auto-set_field,close|do_confirm|do_eval|do_exec|get_field|set_field,9,Uni-Lab-OS/community_drivers/py_opticon_socket_client/info.txt
py_spec_client,py_spec_client,PY Spec Client是一款实验执行&合成设备，主要功能包括设备连接、读取数据、运行。,实验执行&合成设备,实验执行&合成设备(experimental_step),9,auto-block_for_count|auto-block_for_ready|auto-cd|auto-count|auto-get_counter|auto-get_motor|auto-get_variable|auto-mkdir|auto-run_cmd,block_for_count|block_for_ready|cd|count|get_counter|get_motor|get_variable|mkdir|run_cmd,13,Uni-Lab-OS/community_drivers/py_spec_client/info.txt
py_uvvis,py_uvvis,PY Uvvis是一款实验执行&合成设备，主要功能包括关闭、加载、启动、数据保存、绘图、记录。,实验执行&合成设备,实验执行&合成设备(experimental_step),37,auto-OnQuit|auto-OnRTBAvgDec|auto-OnRTBAvgInc|auto-OnRTBExpDec|auto-OnRTBExpInc|auto-OnRTBGainDec|auto-OnRTBGainInc|auto-OnTBAuto|auto-OnTBAvgDec|auto-OnTBAvgInc|auto-OnTBDark|auto-OnTBDelete|auto-OnTBExpDec|auto-OnTBExpInc|auto-OnTBGainDec|auto-OnTBGainInc|auto-OnTBLoad|auto-OnTBMode|auto-OnTBRecord|auto-OnTBSave|auto-OnTBStart|auto-OnUpdate|auto-addLine|auto-camClose|auto-camSetExp|auto-camSetGain|auto-camSupportsExp|auto-camSupportsGain|auto-connectCamera|auto-connectOO|auto-connectUC480|auto-createPlotWnd|auto-createTB|auto-createUI|auto-getWlAxis|auto-readCamera|auto-refreshPlot,OnQuit|OnRTBAvgDec|OnRTBAvgInc|OnRTBExpDec|OnRTBExpInc|OnRTBGainDec|OnRTBGainInc|OnTBAuto|OnTBAvgDec|OnTBAvgInc|OnTBDark|OnTBDelete|OnTBExpDec|OnTBExpInc|OnTBGainDec|OnTBGainInc|OnTBLoad|OnTBMode|OnTBRecord|OnTBSave|OnTBStart|OnUpdate|addLine|camClose|camSetExp|camSetGain|camSupportsExp|camSupportsGain|connectCamera|connectOO|connectUC480|createPlotWnd|createTB|createUI|getWlAxis|readCamera|refreshPlot,38,Uni-Lab-OS/community_drivers/py_uvvis/info.txt
pylon_com,pylon_com,Pylon COM是由Basler AG生产的专业实验设备。,实验执行&合成设备,实验执行&合成设备(experimental_step),2,auto-GetReply|auto-close,GetReply|close,4,Uni-Lab-OS/community_drivers/pylon_com/info.txt
pylontech,pylontech,Pylontech是由Pylontech生产的专业实验设备。,实验执行&合成设备,实验执行&合成设备(experimental_step),12,auto-get_frame_checksum|auto-get_info_length|auto-get_management_info|auto-get_manufacturer_info|auto-get_module_serial_number|auto-get_protocol_version|auto-get_system_parameters|auto-get_values|auto-get_values_single|auto-read_frame|auto-scan_for_batteries|auto-send_cmd,get_frame_checksum|get_info_length|get_management_info|get_manufacturer_info|get_module_serial_number|get_protocol_version|get_system_parameters|get_values|get_values_single|read_frame|scan_for_batteries|send_cmd,24,Uni-Lab-OS/community_drivers/pylontech/info.txt
pylontech_rs485,pylontech_rs485,Pylontech Rs485是由Pylontech生产的实验执行&合成设备，主要功能包括关闭、设备连接。,实验执行&合成设备,实验执行&合成设备(experimental_step),7,auto-clear_rx_buffer|auto-close|auto-get_chk_sum|auto-receive|auto-reconnect|auto-send|auto-verbose,clear_rx_buffer|close|get_chk_sum|receive|reconnect|send|verbose,16,Uni-Lab-OS/community_drivers/pylontech_rs485/info.txt
pymepix_connection,pymepix_connection,Pymepix Connection是由Nikhef生产的专业实验设备。,实验执行&合成设备,实验执行&合成设备(experimental_step),14,auto-biasVoltage|auto-chanAddress|auto-dataCallback|auto-data_thread|auto-enablePolling|auto-getDevice|auto-isAcquiring|auto-numDevices|auto-poll|auto-pollBufferLength|auto-start|auto-start_recording|auto-stop|auto-stop_recording,biasVoltage|chanAddress|dataCallback|data_thread|enablePolling|getDevice|isAcquiring|numDevices|poll|pollBufferLength|start|start_recording|stop|stop_recording,25,Uni-Lab-OS/community_drivers/pymepix_connection/info.txt
pyro_io,pyro_io,FireSting3,oxygen|pyroscience,,46,auto-blink|auto-calibrate_air|auto-calibrate_zero|auto-clear_background|auto-connect|auto-disconnect|auto-load_from_flash|auto-measure_background|auto-read|auto-read_all_cal_registers|auto-read_all_result_registers|auto-read_all_settings_registers|auto-read_ambient_light|auto-read_bkgd_amp|auto-read_bkgd_dphi|auto-read_cal_register_by_name|auto-read_calibration_register|auto-read_dphi|auto-read_multiple_registers|auto-read_pressure|auto-read_register|auto-read_result_register|auto-read_result_register_by_name|auto-read_sample_temperature|auto-read_signal_intensity|auto-read_status|auto-read_unique_id|auto-save_to_flash|auto-send|auto-trigger_humidity_measurement|auto-trigger_oxygen_measurement|auto-trigger_pressure_measurement|auto-trigger_temperature_measurement|auto-write|auto-write_amplification_setting|auto-write_bkgd_amp|auto-write_bkgd_dphi|auto-write_calibration_register_by_name|auto-write_fiber_type_setting|auto-write_frequency_setting|auto-write_intensity_setting|auto-write_measure_time_setting|auto-write_pressure_setting|auto-write_register|auto-write_salinity_setting|auto-write_temperature_setting,blink|calibrate_air|calibrate_zero|clear_background|connect|disconnect|load_from_flash|measure_background|read|read_all_cal_registers|read_all_result_registers|read_all_settings_registers|read_ambient_light|read_bkgd_amp|read_bkgd_dphi|read_cal_register_by_name|read_calibration_register|read_dphi|read_multiple_registers|read_pressure|read_register|read_result_register|read_result_register_by_name|read_sample_temperature|read_signal_intensity|read_status|read_unique_id|save_to_flash|send|trigger_humidity_measurement|trigger_oxygen_measurement|trigger_pressure_measurement|trigger_temperature_measurement|write|write_amplification_setting|write_bkgd_amp|write_bkgd_dphi|write_calibration_register_by_name|write_fiber_type_setting|write_frequency_setting|write_intensity_setting|write_measure_time_setting|write_pressure_setting|write_register|write_salinity_setting|write_temperature_setting,105,Uni-Lab-OS/community_drivers/pyro_io/info.txt
